,MATCHUP,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,WL
741,GSW vs. WAS,129,47,97,0.485,18,45.0,0.4,17,20,0.85,14.0,43.0,57.0,33,5.0,2,12,17,11.0,W
742,GSW vs. BOS,132,50,109,0.459,20,50.0,0.4,12,14,0.857,18.0,41.0,59.0,29,4.0,5,10,15,6.0,W
743,GSW @ POR,118,46,87,0.529,13,38.0,0.342,13,19,0.684,11.0,32.0,43.0,31,10.0,4,14,20,4.0,W
744,GSW vs. BKN,124,44,91,0.484,17,32.0,0.531,19,20,0.95,13.0,29.0,42.0,29,7.0,5,14,15,4.0,W
745,GSW @ LAC,113,40,92,0.435,16,45.0,0.356,17,19,0.895,16.0,27.0,43.0,22,8.0,2,11,24,-8.0,L
746,GSW @ PHX,116,41,92,0.446,16,46.0,0.348,18,27,0.667,13.0,38.0,51.0,26,9.0,1,15,28,-3.0,L
747,GSW @ OKC,136,49,104,0.471,19,48.0,0.396,19,23,0.826,24.0,36.0,60.0,29,3.0,2,28,28,-2.0,L
748,GSW vs. POR,110,36,86,0.419,10,34.0,0.294,28,33,0.848,15.0,35.0,50.0,20,4.0,3,17,19,4.0,W
749,GSW @ LAC,112,38,86,0.442,17,43.0,0.395,19,24,0.792,6.0,36.0,42.0,31,5.0,4,13,15,-1.0,L
750,GSW vs. LAC,120,41,82,0.5,15,39.0,0.385,23,31,0.742,10.0,37.0,47.0,30,3.0,4,7,18,6.0,W
751,GSW @ SAC,123,40,83,0.482,17,41.0,0.415,26,30,0.867,9.0,43.0,52.0,25,6.0,6,18,31,-1.0,L
752,GSW vs. SAS,118,40,81,0.494,19,42.0,0.452,19,24,0.792,7.0,34.0,41.0,35,7.0,2,24,21,6.0,W
753,GSW @ PHX,115,43,90,0.478,10,32.0,0.313,19,29,0.655,11.0,32.0,43.0,29,10.0,3,15,34,-8.0,L
754,GSW vs. HOU,121,36,77,0.468,21,43.0,0.488,28,33,0.848,8.0,35.0,43.0,26,3.0,1,8,21,5.0,W
755,GSW vs. OKC,123,44,97,0.454,18,46.0,0.391,17,21,0.81,14.0,35.0,49.0,33,6.0,4,16,18,-7.0,L
756,GSW vs. OKC,109,40,98,0.408,14,41.0,0.341,15,19,0.789,20.0,29.0,49.0,27,5.0,4,16,19,-19.0,L
757,GSW vs. MIN,101,37,88,0.42,13,39.0,0.333,14,16,0.875,13.0,33.0,46.0,28,11.0,2,19,22,-3.0,L
758,GSW vs. MIN,110,37,96,0.385,12,43.0,0.279,24,28,0.857,19.0,32.0,51.0,24,9.0,0,14,28,-6.0,L
759,GSW vs. CLE,110,37,90,0.411,13,38.0,0.342,23,30,0.767,15.0,40.0,55.0,26,5.0,3,20,29,-8.0,L
760,GSW @ DEN,105,37,86,0.43,11,35.0,0.314,20,26,0.769,11.0,38.0,49.0,21,5.0,0,9,20,-3.0,L
761,GSW @ DET,120,46,97,0.474,12,41.0,0.293,16,21,0.762,17.0,27.0,44.0,26,8.0,4,11,14,11.0,W
762,GSW @ CLE,104,34,94,0.362,16,41.0,0.39,20,30,0.667,17.0,27.0,44.0,26,10.0,4,13,18,-11.0,L
763,GSW @ OKC,141,49,92,0.533,18,40.0,0.45,25,30,0.833,13.0,25.0,38.0,36,9.0,2,15,25,2.0,W
764,GSW vs. SAC,102,39,81,0.481,11,31.0,0.355,13,15,0.867,7.0,29.0,36.0,32,5.0,6,17,17,1.0,W
765,GSW @ NOP,130,51,98,0.52,15,41.0,0.366,13,20,0.65,21.0,43.0,64.0,28,6.0,7,14,21,28.0,W
766,GSW @ HOU,106,35,81,0.432,18,45.0,0.4,18,23,0.783,8.0,41.0,49.0,27,6.0,6,14,18,11.0,W
767,GSW @ SAC,122,48,87,0.552,14,32.0,0.438,12,14,0.857,7.0,32.0,39.0,32,14.0,3,19,24,8.0,W
768,GSW vs. PHX,104,36,101,0.356,10,43.0,0.233,22,28,0.786,18.0,31.0,49.0,19,11.0,6,11,23,-4.0,L
769,GSW vs. SAS,117,42,93,0.452,14,46.0,0.304,19,25,0.76,17.0,35.0,52.0,28,10.0,5,18,19,-5.0,L
770,GSW vs. SAC,116,45,88,0.511,16,31.0,0.516,10,15,0.667,7.0,40.0,47.0,31,8.0,3,22,21,1.0,W
771,GSW @ SAC,121,37,87,0.425,12,32.0,0.375,35,42,0.833,12.0,41.0,53.0,18,7.0,4,13,22,6.0,W
772,GSW @ LAL,129,46,89,0.517,17,41.0,0.415,20,26,0.769,10.0,33.0,43.0,36,10.0,4,21,27,4.0,W
773,GSW vs. LAL,125,46,98,0.469,17,48.0,0.354,16,25,0.64,11.0,50.0,61.0,27,11.0,8,19,20,14.2,W
774,GSW @ TOR,101,33,77,0.429,9,31.0,0.29,26,30,0.867,14.0,22.0,36.0,24,13.0,6,21,29,1.2,L
775,GSW vs. HOU,101,37,76,0.487,9,32.0,0.281,18,26,0.692,11.0,34.0,45.0,26,7.0,1,22,22,-12.0,L
776,GSW @ DAL,96,30,80,0.375,9,35.0,0.257,27,35,0.771,14.0,37.0,51.0,21,3.0,2,17,33,-2.0,L
777,GSW vs. NOP,86,24,70,0.343,12,33.0,0.364,26,31,0.839,8.0,28.0,36.0,17,4.0,0,15,29,-10.6,L
778,GSW @ LAL,96,34,76,0.447,10,31.0,0.323,18,30,0.6,15.0,31.0,46.0,24,6.0,4,18,27,-5.8,L
779,GSW @ CHA,98,38,78,0.487,14,39.0,0.359,8,14,0.571,13.0,28.0,41.0,21,10.0,3,17,22,17.2,W
780,GSW @ SAC,94,33,69,0.478,14,33.0,0.424,14,17,0.824,7.0,23.0,30.0,23,3.0,2,17,26,-9.2,L
781,GSW @ LAL,101,39,103,0.379,13,48.0,0.271,10,14,0.714,20.0,33.0,53.0,25,3.0,2,10,30,-21.0,L
782,GSW vs. LAL,121,47,92,0.511,13,35.0,0.371,14,15,0.933,9.0,39.0,48.0,29,8.0,5,14,18,15.0,W
783,GSW @ LAL,101,40,86,0.465,12,41.0,0.293,9,12,0.75,9.0,31.0,40.0,29,9.0,2,16,22,-3.0,L
784,GSW @ LAL,97,36,91,0.396,13,44.0,0.295,12,17,0.706,14.0,28.0,42.0,26,5.0,6,19,22,-30.0,L
785,GSW vs. LAL,127,48,95,0.505,21,42.0,0.5,10,16,0.625,13.0,42.0,55.0,38,2.0,3,15,23,27.0,W
786,GSW vs. LAL,112,43,106,0.406,21,53.0,0.396,5,6,0.833,14.0,35.0,49.0,30,5.0,3,8,24,-5.0,L
787,GSW @ SAC,120,43,100,0.43,15,46.0,0.326,19,30,0.633,18.0,37.0,55.0,25,4.0,6,7,23,20.0,W
788,GSW vs. SAC,99,32,86,0.372,10,32.0,0.313,25,35,0.714,11.0,31.0,42.0,20,14.0,6,18,23,-19.0,L
789,GSW @ SAC,123,50,96,0.521,11,38.0,0.289,12,19,0.632,11.0,32.0,43.0,33,11.0,7,14,24,7.0,W
790,GSW vs. SAC,126,45,90,0.5,14,34.0,0.412,22,24,0.917,8.0,36.0,44.0,31,8.0,6,11,19,1.0,W
791,GSW vs. SAC,114,40,100,0.4,16,50.0,0.32,18,23,0.783,18.0,41.0,59.0,31,12.0,5,11,19,17.0,W
792,GSW @ SAC,106,39,82,0.476,13,40.0,0.325,15,18,0.833,9.0,32.0,41.0,18,6.0,2,20,26,-8.0,L
793,GSW @ SAC,123,43,90,0.478,16,50.0,0.32,21,27,0.778,9.0,32.0,41.0,31,7.0,7,15,25,-3.0,L
794,GSW @ POR,157,58,96,0.604,27,49.0,0.551,14,16,0.875,9.0,49.0,58.0,47,13.0,6,15,18,56.0,W
795,GSW @ SAC,119,41,78,0.526,16,36.0,0.444,21,24,0.875,10.0,37.0,47.0,36,6.0,7,24,22,22.0,W
796,GSW vs. OKC,136,47,95,0.495,20,47.0,0.426,22,30,0.733,19.0,35.0,54.0,25,6.0,6,13,22,11.0,W
797,GSW @ DEN,110,42,105,0.4,9,42.0,0.214,17,17,1.0,22.0,35.0,57.0,26,9.0,4,15,22,-2.0,L
798,GSW vs. SAS,130,47,93,0.505,21,49.0,0.429,15,21,0.714,14.0,31.0,45.0,37,5.0,4,14,18,15.0,W
799,GSW vs. NOP,120,43,82,0.524,18,40.0,0.45,16,22,0.727,11.0,30.0,41.0,32,11.0,4,18,18,11.0,W
800,HOU vs. CHI,127,47,93,0.505,17,45.0,0.378,16,20,0.8,13.0,36.0,49.0,27,7.0,6,14,21,10.0,W
801,HOU @ WAS,137,47,91,0.516,13,39.0,0.333,30,36,0.833,12.0,35.0,47.0,25,6.0,11,7,15,23.0,W
802,HOU vs. CLE,117,47,98,0.48,15,42.0,0.357,8,12,0.667,11.0,37.0,48.0,28,9.0,7,9,19,14.0,W
803,HOU vs. WAS,135,51,87,0.586,12,28.0,0.429,21,24,0.875,8.0,39.0,47.0,24,7.0,1,17,19,16.0,W
804,HOU @ SAS,103,37,80,0.463,10,32.0,0.313,19,21,0.905,8.0,28.0,36.0,21,10.0,5,12,19,2.0,W
805,HOU @ SAC,112,39,84,0.464,12,29.0,0.414,22,27,0.815,6.0,36.0,42.0,23,8.0,1,12,18,8.0,W
806,HOU @ POR,123,45,94,0.479,14,37.0,0.378,19,26,0.731,14.0,33.0,47.0,33,12.0,10,7,15,16.0,W
807,HOU vs. LAC,116,45,94,0.479,16,37.0,0.432,10,17,0.588,13.0,25.0,38.0,33,6.0,2,8,21,-6.0,L
808,HOU vs. SAS,114,49,105,0.467,9,34.0,0.265,7,11,0.636,16.0,35.0,51.0,23,15.0,5,5,15,13.0,W
809,HOU @ PHX,118,42,96,0.438,16,42.0,0.381,18,26,0.692,13.0,36.0,49.0,27,13.0,3,12,22,9.0,W
810,HOU @ PHX,105,33,99,0.333,11,45.0,0.244,28,31,0.903,19.0,39.0,58.0,14,8.0,5,12,29,-5.0,L
811,HOU @ OKC,95,37,95,0.389,9,39.0,0.231,12,18,0.667,12.0,34.0,46.0,22,5.0,8,15,16,-17.0,L
812,HOU vs. OKC,110,38,93,0.409,16,41.0,0.39,18,23,0.783,13.0,37.0,50.0,18,6.0,7,18,16,-13.0,L
813,HOU vs. PHX,114,37,93,0.398,15,45.0,0.333,25,34,0.735,17.0,37.0,54.0,25,8.0,5,14,23,4.0,W
814,HOU @ NOP,105,36,82,0.439,15,41.0,0.366,18,28,0.643,12.0,32.0,44.0,27,6.0,5,22,18,-22.0,L
815,HOU @ MEM,113,42,102,0.412,11,36.0,0.306,18,28,0.643,22.0,34.0,56.0,20,9.0,4,9,25,-8.0,L
816,HOU vs. NYK,105,36,80,0.45,10,26.0,0.385,23,33,0.697,12.0,27.0,39.0,22,12.0,3,11,16,2.0,W
817,HOU @ ATL,113,44,100,0.44,13,43.0,0.302,12,19,0.632,16.0,42.0,58.0,22,6.0,6,17,26,-9.0,L
818,HOU @ TOR,104,38,85,0.447,15,38.0,0.395,13,16,0.813,12.0,36.0,48.0,22,5.0,3,21,20,-3.0,L
819,HOU @ IND,129,50,97,0.515,12,25.0,0.48,17,23,0.739,20.0,28.0,48.0,26,5.0,3,15,16,-3.0,L
820,HOU @ MIN,90,31,88,0.352,10,30.0,0.333,18,27,0.667,10.0,31.0,41.0,20,10.0,7,11,26,-21.0,L
821,HOU vs. TOR,135,55,93,0.591,11,31.0,0.355,14,17,0.824,7.0,42.0,49.0,30,9.0,3,14,20,29.0,W
822,HOU vs. NOP,99,35,87,0.402,13,44.0,0.295,16,17,0.941,5.0,24.0,29.0,19,11.0,2,5,21,-11.0,L
823,HOU vs. LAL,135,52,98,0.531,12,36.0,0.333,19,25,0.76,14.0,42.0,56.0,36,10.0,2,15,19,16.0,W
824,HOU @ BKN,104,37,94,0.394,10,37.0,0.27,20,23,0.87,15.0,40.0,55.0,20,6.0,3,17,29,-2.0,L
825,HOU @ CHA,138,50,89,0.562,13,33.0,0.394,25,31,0.806,11.0,42.0,53.0,34,7.0,10,12,20,34.0,W
826,HOU vs. POR,131,50,94,0.532,12,36.0,0.333,19,22,0.864,8.0,29.0,37.0,29,8.0,6,8,19,-6.0,L
827,HOU vs. BOS,107,41,94,0.436,10,35.0,0.286,15,22,0.682,11.0,38.0,49.0,26,9.0,3,15,17,-9.0,L
828,HOU vs. UTA,127,50,117,0.427,13,39.0,0.333,14,22,0.636,23.0,33.0,56.0,27,11.0,10,7,22,1.0,W
829,HOU @ NYK,94,35,84,0.417,8,30.0,0.267,16,19,0.842,6.0,32.0,38.0,23,6.0,9,10,18,-15.0,L
830,HOU @ PHI,115,44,88,0.5,8,27.0,0.296,19,32,0.594,16.0,30.0,46.0,21,7.0,9,13,23,-9.0,L
831,HOU @ BOS,113,40,99,0.404,7,30.0,0.233,26,30,0.867,15.0,35.0,50.0,20,10.0,3,12,18,-32.0,L
832,HOU @ DET,112,41,90,0.456,8,30.0,0.267,22,25,0.88,10.0,31.0,41.0,21,8.0,5,9,16,2.0,W
833,HOU @ CHI,119,48,101,0.475,11,45.0,0.244,12,20,0.6,9.0,41.0,50.0,29,9.0,4,14,18,-5.0,L
834,HOU @ MIA,113,37,88,0.42,14,41.0,0.341,25,28,0.893,12.0,30.0,42.0,20,8.0,4,12,31,-7.0,L
835,HOU vs. MIL,112,36,83,0.434,13,34.0,0.382,27,32,0.844,7.0,39.0,46.0,22,7.0,2,10,24,4.0,W
836,HOU vs. MIN,95,36,90,0.4,12,32.0,0.375,11,15,0.733,7.0,31.0,38.0,18,7.0,2,15,15,-27.0,L
837,HOU vs. BKN,112,37,76,0.487,19,39.0,0.487,19,27,0.704,5.0,43.0,48.0,27,5.0,4,16,19,11.0,W
838,HOU vs. DET,136,51,91,0.56,15,35.0,0.429,19,24,0.792,6.0,33.0,39.0,34,11.0,1,9,19,23.0,W
839,HOU vs. PHI,127,49,91,0.538,14,30.0,0.467,15,21,0.714,14.0,28.0,42.0,30,8.0,6,16,24,-4.0,L
840,HOU vs. PHX,113,40,96,0.417,17,41.0,0.415,16,22,0.727,9.0,24.0,33.0,20,11.0,3,9,21,-16.0,L
841,HOU vs. IND,117,47,97,0.485,5,24.0,0.208,18,22,0.818,15.0,29.0,44.0,19,15.0,2,10,16,-6.0,L
842,HOU @ NOP,106,35,82,0.427,9,29.0,0.31,27,35,0.771,13.0,31.0,44.0,21,9.0,2,11,20,2.0,W
843,HOU vs. DAL,122,46,95,0.484,11,38.0,0.289,19,23,0.826,12.0,51.0,63.0,21,7.0,3,16,22,26.0,W
844,HOU vs. ATL,127,44,89,0.494,16,34.0,0.471,23,23,1.0,8.0,29.0,37.0,25,4.0,6,8,23,-7.0,L
845,HOU @ CLE,130,47,102,0.461,12,33.0,0.364,24,27,0.889,15.0,32.0,47.0,34,9.0,5,13,32,-5.0,L
846,HOU @ MIL,119,45,85,0.529,11,27.0,0.407,18,21,0.857,6.0,25.0,31.0,26,8.0,4,9,21,-9.0,L
847,HOU @ MEM,103,32,88,0.364,11,29.0,0.379,28,32,0.875,15.0,36.0,51.0,18,10.0,10,11,19,7.0,W
848,HOU vs. MEM,117,39,86,0.453,12,32.0,0.375,27,37,0.73,15.0,43.0,58.0,23,6.0,3,19,28,13.0,W
849,HOU vs. SAS,93,32,93,0.344,12,39.0,0.308,17,20,0.85,15.0,45.0,60.0,20,7.0,2,16,18,11.0,W
850,HOU @ DEN,114,35,82,0.427,13,39.0,0.333,31,42,0.738,11.0,36.0,47.0,21,3.0,3,9,20,8.0,W
851,HOU vs. OKC,110,40,83,0.482,15,33.0,0.455,15,22,0.682,10.0,43.0,53.0,28,6.0,5,19,16,9.0,W
852,HOU @ LAL,97,36,89,0.404,11,31.0,0.355,14,18,0.778,11.0,43.0,54.0,24,5.0,7,16,23,-10.0,L
853,HOU @ DEN,124,47,86,0.547,16,41.0,0.39,14,19,0.737,8.0,27.0,35.0,27,3.0,5,8,20,-10.0,L
854,HOU @ DAL,115,42,85,0.494,8,29.0,0.276,23,29,0.793,10.0,30.0,40.0,33,2.0,6,12,27,-6.0,L
855,HOU vs. DEN,105,40,82,0.488,12,29.0,0.414,13,15,0.867,6.0,43.0,49.0,25,9.0,9,14,21,19.0,W
856,HOU vs. MEM,111,40,92,0.435,14,43.0,0.326,17,20,0.85,6.0,43.0,49.0,22,6.0,6,6,22,20.0,W
857,HOU @ GSW,116,44,95,0.463,13,41.0,0.317,15,19,0.789,15.0,33.0,48.0,28,6.0,3,8,24,-5.0,L
858,HOU @ LAL,104,41,84,0.488,14,37.0,0.378,8,10,0.8,6.0,28.0,34.0,35,7.0,3,18,25,-1.0,L
859,HOU @ LAC,100,38,88,0.432,10,31.0,0.323,14,20,0.7,12.0,35.0,47.0,24,6.0,5,16,28,-6.0,L
860,HOU vs. DEN,107,37,87,0.425,10,32.0,0.313,23,29,0.793,12.0,33.0,45.0,20,7.0,4,9,16,3.0,W
861,HOU vs. NOP,104,36,88,0.409,10,35.0,0.286,22,28,0.786,9.0,33.0,42.0,20,9.0,5,9,22,3.0,W
862,HOU vs. LAL,128,51,93,0.548,14,33.0,0.424,12,19,0.632,14.0,43.0,57.0,26,4.0,4,11,23,34.0,W
863,HOU vs. SAC,122,43,75,0.573,15,31.0,0.484,21,27,0.778,5.0,34.0,39.0,28,8.0,4,10,19,25.0,W
864,HOU vs. SAC,107,40,87,0.46,13,36.0,0.361,14,20,0.7,10.0,43.0,53.0,28,4.0,3,11,18,18.0,W
865,HOU vs. CHA,128,44,84,0.524,21,37.0,0.568,19,23,0.826,7.0,31.0,38.0,35,10.0,2,17,22,9.0,W
866,HOU vs. GSW,95,34,90,0.378,9,33.0,0.273,18,19,0.947,10.0,32.0,42.0,22,7.0,4,7,20,-11.0,L
867,HOU @ SAS,122,52,100,0.52,8,32.0,0.25,10,20,0.5,11.0,32.0,43.0,30,7.0,2,18,26,-4.0,L
868,HOU @ ORL,86,32,79,0.405,12,34.0,0.353,10,16,0.625,7.0,24.0,31.0,19,6.0,3,18,24,-30.0,L
869,HOU vs. MIA,110,39,89,0.438,8,28.0,0.286,24,28,0.857,12.0,36.0,48.0,22,12.0,6,17,23,6.0,W
870,HOU @ SAS,103,34,96,0.354,7,41.0,0.171,28,35,0.8,16.0,34.0,50.0,21,13.0,5,16,29,-14.0,L
871,HOU @ SAS,99,34,85,0.4,11,34.0,0.324,20,29,0.69,8.0,43.0,51.0,23,13.0,5,14,23,10.0,W
872,HOU @ NOP,120,45,86,0.523,14,40.0,0.35,16,21,0.762,9.0,39.0,48.0,34,18.0,3,20,19,34.0,W
873,HOU vs. IND,122,42,90,0.467,10,25.0,0.4,28,39,0.718,14.0,42.0,56.0,23,10.0,5,9,23,19.0,W
874,HOU @ CLE,78,29,76,0.382,11,36.0,0.306,9,14,0.643,9.0,28.0,37.0,15,7.0,1,13,18,-23.6,L
875,HOU vs. UTA,115,37,83,0.446,19,49.0,0.388,22,23,0.957,9.0,29.0,38.0,24,8.0,4,8,20,14.0,W
876,HOU @ GSW,118,43,91,0.473,20,49.0,0.408,12,14,0.857,8.0,25.0,33.0,23,15.0,3,10,21,14.8,W
877,HOU @ OKC,105,37,70,0.529,15,42.0,0.357,16,24,0.667,6.0,28.0,34.0,21,9.0,5,15,24,15.8,W
878,HOU vs. DET,113,44,84,0.524,13,36.0,0.361,12,16,0.75,9.0,25.0,34.0,21,7.0,5,13,15,9.2,W
879,HOU vs. POR,100,32,83,0.386,9,29.0,0.31,27,35,0.771,14.0,33.0,47.0,18,8.0,14,12,20,1.0,W
880,HOU @ WAS,114,44,90,0.489,6,21.0,0.286,20,28,0.714,13.0,38.0,51.0,24,8.0,6,15,15,5.0,W
881,HOU @ CHA,112,42,89,0.472,7,21.0,0.333,21,28,0.75,14.0,34.0,48.0,21,11.0,9,18,23,3.0,W
882,HOU vs. DEN,124,47,102,0.461,12,31.0,0.387,18,24,0.75,20.0,35.0,55.0,23,12.0,3,13,16,21.0,W
883,HOU vs. LAL,109,44,102,0.431,13,34.0,0.382,8,10,0.8,16.0,28.0,44.0,23,4.0,4,8,18,-25.0,L
884,HOU vs. DET,121,38,83,0.458,11,31.0,0.355,34,45,0.756,14.0,32.0,46.0,18,9.0,5,12,24,6.0,W
885,HOU @ BKN,114,46,98,0.469,9,30.0,0.3,13,21,0.619,20.0,32.0,52.0,21,9.0,2,10,18,-9.0,L
886,HOU @ NYK,115,42,87,0.483,7,26.0,0.269,24,29,0.828,13.0,27.0,40.0,24,6.0,4,14,18,-22.0,L
887,HOU @ CLE,91,35,80,0.438,6,25.0,0.24,15,18,0.833,12.0,24.0,36.0,20,6.0,1,16,22,-17.0,L
888,HOU @ MEM,114,47,87,0.54,7,23.0,0.304,13,21,0.619,10.0,28.0,38.0,25,7.0,3,15,14,-37.0,L
889,HOU @ MEM,125,48,93,0.516,12,33.0,0.364,17,23,0.739,20.0,28.0,48.0,27,6.0,3,16,25,-5.0,L
890,HOU vs. GSW,108,39,93,0.419,10,36.0,0.278,20,24,0.833,13.0,28.0,41.0,14,14.0,2,17,14,-13.0,L
891,HOU vs. NOP,107,31,76,0.408,9,33.0,0.273,36,38,0.947,8.0,28.0,36.0,15,4.0,2,12,22,-10.0,L
892,HOU vs. NOP,114,43,88,0.489,11,32.0,0.344,17,24,0.708,15.0,37.0,52.0,20,9.0,3,12,19,2.0,W
893,HOU vs. LAL,114,47,89,0.528,8,29.0,0.276,12,19,0.632,16.0,35.0,51.0,22,5.0,3,17,29,4.0,W
894,HOU vs. BOS,111,40,90,0.444,11,35.0,0.314,20,27,0.741,15.0,33.0,48.0,27,9.0,2,10,21,2.0,W
895,HOU vs. CHI,111,41,85,0.482,16,34.0,0.471,13,17,0.765,6.0,27.0,33.0,28,10.0,3,16,19,-8.0,L
896,HOU @ IND,125,49,107,0.458,6,17.0,0.353,21,29,0.724,20.0,38.0,58.0,18,6.0,6,16,22,-9.0,L
897,HOU vs. BKN,96,36,83,0.434,7,26.0,0.269,17,24,0.708,15.0,33.0,48.0,14,6.0,1,19,22,-22.0,L
898,HOU vs. SAS,142,52,85,0.612,13,24.0,0.542,25,29,0.862,6.0,38.0,44.0,29,10.0,3,12,20,32.0,W
899,HOU @ SAS,122,49,87,0.563,8,23.0,0.348,16,22,0.727,14.0,31.0,45.0,26,9.0,5,14,24,12.0,W
900,LAC @ POR,125,44,77,0.571,14,33.0,0.424,23,27,0.852,7.0,33.0,40.0,26,8.0,8,17,21,8.0,W
901,LAC @ POR,116,45,86,0.523,13,31.0,0.419,13,15,0.867,8.0,34.0,42.0,29,15.0,7,11,13,13.0,W
902,LAC vs. ATL,93,28,74,0.378,11,36.0,0.306,26,29,0.897,10.0,30.0,40.0,17,10.0,5,15,13,-17.0,L
903,LAC @ NOP,104,37,77,0.481,12,33.0,0.364,18,19,0.947,5.0,32.0,37.0,18,6.0,8,12,17,-8.0,L
904,LAC @ CHI,126,48,80,0.6,20,40.0,0.5,10,14,0.714,6.0,29.0,35.0,32,9.0,2,9,16,15.0,W
905,LAC vs. MIN,100,34,72,0.472,11,30.0,0.367,21,25,0.84,8.0,26.0,34.0,22,7.0,4,18,18,-18.0,L
906,LAC vs. MIL,117,47,104,0.452,14,47.0,0.298,9,10,0.9,17.0,35.0,52.0,30,3.0,9,10,23,-7.0,L
907,LAC vs. CHI,112,42,84,0.5,12,35.0,0.343,16,18,0.889,9.0,36.0,45.0,29,7.0,6,13,20,10.0,W
908,LAC @ HOU,122,44,80,0.55,12,29.0,0.414,22,26,0.846,8.0,33.0,41.0,19,5.0,8,9,17,6.0,W
909,LAC @ MIL,106,37,84,0.44,16,40.0,0.4,16,25,0.64,5.0,33.0,38.0,25,9.0,3,13,21,-7.0,L
910,LAC @ MIN,89,32,85,0.376,10,34.0,0.294,15,17,0.882,7.0,33.0,40.0,17,7.0,5,9,12,1.0,W
911,LAC vs. WAS,140,54,94,0.574,13,32.0,0.406,19,25,0.76,9.0,40.0,49.0,32,5.0,7,8,13,25.0,W
912,LAC vs. LAL,112,45,89,0.506,10,37.0,0.27,12,16,0.75,9.0,27.0,36.0,29,10.0,1,12,17,-4.0,L
913,LAC vs. SAC,107,40,82,0.488,8,27.0,0.296,19,20,0.95,10.0,29.0,39.0,23,7.0,2,15,14,-16.0,L
914,LAC @ MEM,101,37,84,0.44,12,32.0,0.375,15,17,0.882,14.0,37.0,51.0,20,7.0,2,20,20,6.0,W
915,LAC @ OKC,107,42,93,0.452,12,32.0,0.375,11,13,0.846,11.0,31.0,42.0,27,6.0,2,14,15,-22.0,L
916,LAC @ GSW,130,44,88,0.5,13,38.0,0.342,29,37,0.784,12.0,36.0,48.0,28,6.0,4,12,21,5.0,W
917,LAC vs. MIN,100,34,84,0.405,9,28.0,0.321,23,26,0.885,10.0,26.0,36.0,20,6.0,3,13,14,-21.0,L
918,LAC vs. DET,112,37,82,0.451,13,39.0,0.333,25,26,0.962,0.0,35.0,35.0,20,9.0,6,11,13,6.0,W
919,LAC vs. NOP,106,36,78,0.462,12,32.0,0.375,22,26,0.846,8.0,29.0,37.0,23,7.0,2,19,17,-11.0,L
920,LAC @ ATL,149,52,89,0.584,21,35.0,0.6,24,31,0.774,8.0,28.0,36.0,32,8.0,5,7,19,5.0,W
921,LAC @ MIA,103,34,77,0.442,16,39.0,0.41,19,22,0.864,9.0,39.0,48.0,23,6.0,5,15,12,8.0,W
922,LAC @ DET,136,53,89,0.596,14,29.0,0.483,16,19,0.842,7.0,29.0,36.0,31,12.0,5,9,21,11.0,W
923,LAC @ WAS,125,47,100,0.47,12,30.0,0.4,19,22,0.864,18.0,34.0,52.0,25,9.0,7,8,16,16.0,W
924,LAC @ CLE,108,38,80,0.475,11,34.0,0.324,21,28,0.75,6.0,31.0,37.0,28,8.0,3,12,21,-10.0,L
925,LAC @ BOS,115,45,102,0.441,10,40.0,0.25,15,18,0.833,15.0,43.0,58.0,28,8.0,8,7,20,19.0,W
926,LAC @ TOR,127,48,95,0.505,9,32.0,0.281,22,24,0.917,12.0,38.0,50.0,29,6.0,7,10,17,20.0,W
927,LAC vs. LAL,127,52,88,0.591,14,27.0,0.519,9,12,0.75,6.0,30.0,36.0,33,8.0,5,14,17,11.0,W
928,LAC vs. BKN,125,42,83,0.506,13,26.0,0.5,28,33,0.848,8.0,37.0,45.0,26,6.0,5,10,18,11.0,W
929,LAC vs. OKC,128,47,87,0.54,20,43.0,0.465,14,23,0.609,12.0,27.0,39.0,30,5.0,10,9,18,11.0,W
930,LAC @ MIN,105,36,83,0.434,17,39.0,0.436,16,18,0.889,7.0,27.0,34.0,28,9.0,4,11,24,-4.0,L
931,LAC @ MEM,128,49,89,0.551,15,31.0,0.484,15,20,0.75,11.0,32.0,43.0,22,9.0,7,12,16,9.0,W
932,LAC vs. TOR,126,49,93,0.527,15,34.0,0.441,13,13,1.0,11.0,25.0,36.0,34,6.0,5,7,17,6.0,W
933,LAC vs. PHX,138,53,85,0.624,15,29.0,0.517,17,23,0.739,11.0,33.0,44.0,32,11.0,3,12,21,27.0,W
934,LAC @ LAL,103,36,91,0.396,14,37.0,0.378,17,19,0.895,13.0,27.0,40.0,21,12.0,5,14,19,-3.0,L
935,LAC @ NOP,111,40,82,0.488,15,36.0,0.417,16,20,0.8,10.0,40.0,50.0,28,6.0,7,14,18,16.0,W
936,LAC @ PHX,131,42,76,0.553,18,34.0,0.529,29,32,0.906,10.0,26.0,36.0,25,9.0,5,12,18,10.0,W
937,LAC vs. MIA,121,47,80,0.588,14,29.0,0.483,13,14,0.929,6.0,31.0,37.0,25,10.0,3,15,20,17.0,W
938,LAC vs. MEM,117,43,87,0.494,11,39.0,0.282,20,25,0.8,11.0,43.0,54.0,28,3.0,6,17,19,11.0,W
939,LAC vs. CHA,113,40,85,0.471,14,34.0,0.412,19,25,0.76,11.0,34.0,45.0,24,7.0,3,13,14,9.0,W
